job_id,job_title,job_domain,company_name,required_skills,min_experience,min_education
J-0162,Mobile Application Security,Mobile Development,PT Phincon,"['Java', 'Kotlin', 'Swift', 'Linux', 'AWS', 'Azure', 'GCP', 'Troubleshooting']",> 5 Tahun,S1/D4
J-0163,"AVP, IT Compliance & Regulatory, Technology",Software Development,PT Bank DBS Indonesia,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",3 - 5 Tahun,S1/D4
J-0164,Digital Business Development Specialist,Software Development,CV Samudra Diesel,"['B2B Sales', 'Solution Selling', 'Presentation', 'System Architecture']",< 1 Tahun,S1/D4
J-0165,SAP ABAP Consultant,ERP & Enterprise,"PT. Metrodata Electronics, Tbk","['Business Analysis', 'Requirements Gathering', 'SQL']",3 - 5 Tahun,S1/D4
J-0166,IT Enterprise Business Analyst Manager,Data Analytics,PT Nipsea Paint & Chemicals,"['Go', 'Agile', 'Scrum']",1 - 3 Tahun,S2/S3
J-0167,Cloud Engineer,DevOps & Cloud,"PT. Metrodata Electronics, Tbk","['AWS', 'GCP', 'Networking']",< 1 Tahun,S1/D4
J-0168,Senior Sales IT,Software Development,PT OPTIMA DAYA SOLUSI,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",3 - 5 Tahun,S1/D4
J-0169,Cloud Security (Middle Level),Software Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['AWS', 'Azure', 'GCP']",3 - 5 Tahun,S1/D4
J-0170,ERP Consultant Implementation - IT Consulting - Jakarta (B-127695),ERP & Enterprise,RGF HR Agent Indonesia,"['SQL', 'JavaScript', 'Go', 'Oracle']",1 - 3 Tahun,S1/D4
J-0171,Security Analyst Supervisor,Cyber Security,PT Mitra Solusi Infokom,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure', 'Cyber Security', 'Security Compliance']",1 - 3 Tahun,S1/D4
J-0172,IT Support,IT Support & Infrastructure,Perusahaan Dirahasiakan,['Troubleshooting'],< 1 Tahun,S1/D4
J-0173,Software Engineer (Japanese Speakers),Software Development,PT Trust Recruit Indonesia,"['SQL', 'Java', 'Spring', '.NET', 'Linux', 'Postman', 'Excel', 'Software Testing']",1 - 3 Tahun,S1/D4
J-0174,COBOL Developer,Software Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['Software Development', 'SQL', 'Git', 'API', 'COBOL', 'Mainframe']",1 - 3 Tahun,S1/D4
J-0175,Junior SAP FICO Consultant,ERP & Enterprise,PT Mitra Solusi Telematika,"['Business Analysis', 'Requirements Gathering', 'SQL']",> 5 Tahun,S1/D4
J-0176,Data Center Technician,Software Development,Microsoft,"['Azure', 'Troubleshooting']",< 1 Tahun,S1/D4
J-0177,Java Developer,Software Development,PT Nawa Data Solutions,"['Java', 'Spring', 'Agile']",1 - 3 Tahun,S1/D4
J-0178,Network Engineer,IT Support & Infrastructure,PT Nusantara Compnet Integrator,"['Networking', 'Cisco', 'Routing', 'Switching', 'CCNA', 'Troubleshooting']",< 1 Tahun,S1/D4
J-0179,Project Manager (Cybersecurity),Cyber Security,PT SOLUSI PERTAHANAN DIGITAL,"['Penetration Testing', 'Agile', 'Scrum']",1 - 3 Tahun,Bootcamp/Sertifikasi
J-0180,Python Developer - Django (Experienced),Web Development,PT Hashmicro Solusi Indonesia,"['Python', 'Django', 'PostgreSQL', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0181,IT / MIS STAFF,Software Development,Perusahaan Dirahasiakan,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-0182,DevOps Engineer,DevOps & Cloud,Pancaran Group,"['Linux', 'AWS', 'Azure', 'GCP', 'Docker', 'Kubernetes', 'CI/CD', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0183,Security Implementation Engineer,Software Development,PT Nusantara Compnet Integrator,"['Cisco', 'CCNA']",1 - 3 Tahun,S1/D4
J-0184,PROGRAMMER / DEVELEPOR MADYA,Software Development,PT Gamma Persada Sinergi,"['Software Development', 'SQL', 'Git', 'API']",1 - 3 Tahun,Bootcamp/Sertifikasi
J-0185,DevOps,DevOps & Cloud,PT Intersolusi Teknologi Asia,"['Linux', 'AWS', 'Azure', 'GCP', 'CI/CD', 'Networking', 'Routing', 'MySQL', 'PostgreSQL', 'MongoDB']",1 - 3 Tahun,S1/D4
J-0186,SAP ABAP Developer,ERP & Enterprise,PT. TTS Mitra Abadi,"['API', 'Troubleshooting']",3 - 5 Tahun,SMA/SMK
J-0187,DevOps / Infrastructure Engineer (Kubernetes Specialist),DevOps & Cloud,PT. JAGAD AMAN PRIMA,"['Python', 'Go', 'Linux', 'AWS', 'Azure', 'Docker', 'Kubernetes', 'CI/CD', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0188,Software Engineer (Japanese Speaker),Software Development,PT Trust Recruit Indonesia,"['SQL', 'Java', 'Spring', '.NET', 'Linux', 'Postman', 'Excel', 'Software Testing']",1 - 3 Tahun,S1/D4
J-0189,Software Engineer (Japanese Speaker),Software Development,PT Trust Recruit Indonesia,"['SQL', 'Java', 'Spring', '.NET', 'Linux', 'Postman', 'Excel', 'Software Testing']",1 - 3 Tahun,S1/D4
J-0190,Senior DWH DBA Engineer,Software Development,PT Home Credit Indonesia,"['SQL', 'MySQL', 'PostgreSQL', 'MongoDB', 'Oracle', 'Agile']",> 5 Tahun,S1/D4
J-0191,IT Auditor Department Head,Software Development,PT MNC Teknologi Nusantara (MotionPay),"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S2/S3
J-0192,Bizflow Specialist,Software Development,PT Artha Solutions Indonesia,"['SQL', 'JavaScript', 'AWS', 'Azure']",> 5 Tahun,S1/D4
J-0193,DevOps Officer,DevOps & Cloud,PT Sangkuriang Internasional,"['Python', 'AWS', 'Azure', 'GCP', 'Docker', 'Kubernetes', 'Networking', 'Hadoop', 'Spark']",1 - 3 Tahun,S2/S3
J-0194,Software Engineer - RA,Software Development,PT XL Axiata Tbk,"['Agile', 'Scrum']",< 1 Tahun,S1/D4
J-0195,DevOps Engineer (Azure),DevOps & Cloud,PT Haryaka Data Indonesia,"['Python', 'Azure', 'Docker', 'Kubernetes', 'Git', 'CI/CD', 'Jenkins', 'Troubleshooting']",> 5 Tahun,S1/D4
J-0196,SAP Business One Consultant - MNC IT Consulting,ERP & Enterprise,PT Trust Recruit Indonesia,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-0197,SAP Architect,ERP & Enterprise,PT Mitra Solusi Telematika,"['Business Analysis', 'Requirements Gathering', 'SQL']",> 5 Tahun,S2/S3
J-0198,Full Stack IT Developer Kubernetes Specialist (Development & Infrastructure),Web Development,PT. JAGAD AMAN PRIMA,"['Python', 'SQL', 'TypeScript', 'Go', 'React', 'Vue', 'Next.js', 'Node.js', 'AWS', 'Azure', 'GCP', 'Docker', 'Kubernetes', 'Git', 'GitHub', 'GitLab', 'MySQL', 'PostgreSQL', 'MongoDB', 'Redis', 'API', 'GraphQL', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0199,SAP PP/ABAP Consultant,ERP & Enterprise,JAPFA FOOD INDONESIA,"['Go', 'Routing']",1 - 3 Tahun,S1/D4
J-0200,Scrum Master for Banking Industry (Prefer ASAP - WFO Jakarta Area),ERP & Enterprise,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['Agile', 'Scrum']",3 - 5 Tahun,S1/D4
J-0201,Oracle SCM Functional Consultant,Software Development,PT. HAND Solutions Indonesia,['Oracle'],< 1 Tahun,S1/D4
J-0202,Cybersecurity Cloud Sales Manager,Cyber Security,PT Leyun Cloud Asia,['Excel'],1 - 3 Tahun,S2/S3
J-0203,Inside Sales Support Engineer,Software Development,PT Vector InfoTechnologies Indonesia,"['B2B Sales', 'Solution Selling', 'Presentation', 'System Architecture']",Belum ada pengalaman,S1/D4
J-0204,IT Solution Sales,Software Development,PT Astra Graphia Information Technology (AGIT),"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S1/D4
J-0205,"Senior Software Engineer, Fullstack - Insurance",Web Development,PT Solusi Transportasi Indonesia,"['JavaScript', 'HTML', 'CSS', 'Go', 'React', 'AWS', 'Git', 'MySQL', 'PostgreSQL', 'Oracle', 'Excel']",> 5 Tahun,S1/D4
J-0206,Odoo Developer (Odoo ERP mandatory),ERP & Enterprise,PT DOODEX JAYA MAKMUR,"['Python', 'JavaScript', 'Linux', 'Git', 'PostgreSQL', 'API']",1 - 3 Tahun,SMA/SMK
J-0207,Functional Consultant Sr.,Software Development,"PT. Metrodata Electronics, Tbk","['Business Analysis', 'Requirements Gathering', 'SQL']",> 5 Tahun,S1/D4
J-0208,Senior Backend Engineer (Application),Web Development,PT Panin Sekuritas Tbk,"['SQL', 'Java', 'Go']",> 5 Tahun,S1/D4
J-0209,Presales,Sales & Business Development,PT Jangkau Lintas Nusantara,"['Networking', 'Cisco', 'Routing', 'Switching', 'CCNA']",1 - 3 Tahun,S1/D4
J-0210,Product Engineer,Software Development,PT. Bina Usaha Raya (UMKMall),"['TypeScript', 'React', 'Next.js', 'Node.js']",1 - 3 Tahun,S1/D4
J-0211,DevSecOps Engineer,Software Development,"PT. BFI FINANCE INDONESIA, Tbk","['R', 'AWS', 'CI/CD']",1 - 3 Tahun,Bootcamp/Sertifikasi
J-0212,Fullstack Developer .NET React.Js (Karawaci Area),Web Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['SQL', 'React', 'API']",1 - 3 Tahun,S1/D4
J-0213,Technical Support,IT Support & Infrastructure,PT. KODE KOLEKTIF INDONESIA,"['SQL', 'Postman', 'Troubleshooting', 'QA']",Belum ada pengalaman,S1/D4
J-0214,IT ENGINEER STAFF [MANDARIN SPEAKER],Software Development,PT EVERPRO INDONESIA TECHNOLOGIES,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-0215,Functional Consultant Assc.,Software Development,"PT. Metrodata Electronics, Tbk","['Business Analysis', 'Requirements Gathering', 'SQL']",> 5 Tahun,S1/D4
J-0216,IT Web Developer Programmer Staff,Web Development,PT Okamoto Logistics Nusantara,"['SQL', 'Java', 'CSS', 'Laravel']",1 - 3 Tahun,S1/D4
J-0217,"Consulting Account Lead, Google Cloud Consulting, Google Cloud",Software Development,Google,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure']",> 5 Tahun,S1/D4
J-0218,Network Management Staff,Software Development,PT Global Jet Express,['Excel'],1 - 3 Tahun,S1/D4
J-0219,AI Agent Developer / AI Automation Engineer,Software Development,PT Mitra Distribusi Utama,"['Python', 'SQL', 'JavaScript', 'Node.js', 'MySQL', 'PostgreSQL', 'API', 'REST API', 'JSON', 'Excel', 'LLM', 'Prompt Engineering']",1 - 3 Tahun,S1/D4
J-0220,IT Technical Oracle,Software Development,Kalbe Consumer Health (PT Saka Farma Laboratories),"['SQL', 'Oracle', 'JSON', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0221,Sales Engineer,Sales & Business Development,TalentGo,"['B2B Sales', 'Solution Selling', 'Presentation', 'System Architecture']",1 - 3 Tahun,S1/D4
J-0222,FULL STACK DEVELOPER,Web Development,PT Golden Flexible Packaging,"['Python', 'SQL', 'PHP', 'Node.js', 'Laravel', 'Django', 'Flask', '.NET', 'FastAPI', 'Docker', 'MySQL', 'PostgreSQL', 'API', 'REST API', 'JSON', 'Data Analysis', 'Excel', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0223,DevOps Engineer,DevOps & Cloud,PT Asuransi Bina Dana Arta Tbk,"['Python', 'AWS', 'Docker', 'CI/CD', 'Jenkins', 'Networking', 'API', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0224,"Presales / Technical Consultant Video Wall / Tron, IFP, Smart & Signage Display",Sales & Business Development,PT Harrisma Informatika Jaya,['Go'],1 - 3 Tahun,SMA/SMK
J-0225,IT Administrator (English-speaking),Software Development,"VISTAS TECHNOLOGY CO., LTD.","['Networking', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0226,Software Engineer (Japanese & Mandarin Speaker) - IT Solutions,Software Development,PT Trust Recruit Indonesia,"['SQL', 'Java', 'Spring', '.NET', 'Linux', 'Postman', 'Machine Learning', 'Excel', 'Software Testing']",1 - 3 Tahun,S1/D4
J-0227,DevOps Engineer,DevOps & Cloud,PT IDStar Cipta Teknologi,"['Linux', 'AWS', 'GCP', 'Docker', 'Kubernetes', 'GitHub', 'GitLab', 'CI/CD', 'Jenkins', 'Networking', 'Agile', 'Troubleshooting', 'QA']",1 - 3 Tahun,S1/D4
J-0228,AI Engineer,Data Science & AI,Perusahaan Dirahasiakan,"['Python', 'Machine Learning']",3 - 5 Tahun,S1/D4
J-0229,"Senior Software Engineer, Fullstack - Merchant Experience",Web Development,PT Solusi Transportasi Indonesia,"['Go', 'React', 'Flutter', 'AWS', 'CI/CD', 'MySQL', 'Troubleshooting', 'QA']",> 5 Tahun,SMA/SMK
J-0230,Accounting System Support Officer,Software Development,CV SISY FOOD INDONESIA,['Troubleshooting'],< 1 Tahun,S1/D4
J-0231,Sales Development Specialist - Cloud/IT/Security/Telco,Software Development,PT Adecco Personnel Indonesia,['React'],< 1 Tahun,S1/D4
J-0232,Deployment Engineer / Application Support,Software Development,PT Sinar Jernih Suksesindo,"['Python', 'SQL', 'Java', 'Linux', 'CI/CD', 'MySQL', 'Agile', 'Scrum', 'Troubleshooting']",3 - 5 Tahun,S1/D4
J-0233,"Software Engineer, Backend - Transaction Platform",Web Development,PT Solusi Transportasi Indonesia,"['Go', 'Flutter', 'AWS', 'GitLab', 'MySQL', 'Redis']",< 1 Tahun,S1/D4
J-0234,Teknisi Jaringan Nabire,Software Development,PT Karya Solusi Prima Sejahtera,"['Networking', 'Linux', 'Troubleshooting', 'Infrastructure']",< 1 Tahun,SMA/SMK
J-0235,"Senior Software Engineer, Backend",Web Development,PT Solusi Transportasi Indonesia,"['Python', 'Java', 'Go', 'AWS', 'Azure', 'GCP', 'Kubernetes', 'CI/CD', 'MySQL', 'PostgreSQL', 'Redis', 'QA']",3 - 5 Tahun,S1/D4
J-0236,IT Programmer Staff,Software Development,PT Indomobil Finance Indonesia,"['SQL', 'HTML', 'CSS', '.NET']",< 1 Tahun,S1/D4
J-0237,Data Engineer Lead,Data Engineering,Kawan Lama Group,"['Python', 'SQL', 'AWS', 'Docker', 'Kubernetes', 'CI/CD', 'Data Engineering', 'Spark']",3 - 5 Tahun,S2/S3
J-0238,SAP FICO (Handle SAP ECC/S4HANA),ERP & Enterprise,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['Business Analysis', 'Requirements Gathering', 'SQL']",> 5 Tahun,S1/D4
J-0239,Jr Quality Assurance (Manual),Quality Assurance,PT Adi Data Informatika,"['SQL', 'Git', 'CI/CD', 'API', 'Postman', 'QA', 'Software Testing']",Belum ada pengalaman,S1/D4
J-0240,CRM Officer,Software Development,PT.Altaf Digdaya Indonesia (Cave Men's Grooming ),"['Business Analysis', 'Requirements Gathering', 'SQL']",< 1 Tahun,S1/D4
J-0241,Tech Lead,Software Development,"PT. BFI FINANCE INDONESIA, Tbk","['R', 'React', 'Angular', 'Flutter', 'Express', 'AWS', 'GitLab', 'Jenkins', 'Networking', 'Data Analysis', 'Pandas', 'Agile']",> 5 Tahun,S1/D4
J-0242,Android Developer,Mobile Development,PT Indocyber Global Teknologi,"['Java', 'Kotlin', 'Git', 'JSON']",> 5 Tahun,S1/D4
J-0243,ERP Support (Entry Level),ERP & Enterprise,PT Asian Cotton Industry,"['SQL', 'Oracle', 'Troubleshooting']",Belum ada pengalaman,S1/D4
J-0244,"Senior Software Engineer, Mobile (iOS)",Mobile Development,PT Solusi Transportasi Indonesia,"['Swift', 'CI/CD', 'API']",1 - 3 Tahun,S1/D4
J-0245,DevOps Engineer (Banking),DevOps & Cloud,Steradian Data Optima,"['Python', 'Go', 'Linux', 'AWS', 'Azure', 'GCP', 'Docker', 'Kubernetes', 'Git', 'GitHub', 'GitLab', 'CI/CD', 'Jenkins', 'Networking', 'Routing', 'Troubleshooting', 'QA']",1 - 3 Tahun,S1/D4
J-0246,Security Architect & Engineering,Software Development,"PT. BFI FINANCE INDONESIA, Tbk","['AWS', 'Azure', 'GCP', 'CI/CD']",> 5 Tahun,S2/S3
J-0247,"(Datacenter) Server, Hardware Engineer",Software Development,ACE ZETA PTE. LTD.,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,Bootcamp/Sertifikasi
J-0248,SAP Successfactors,ERP & Enterprise,"PT. Metrodata Electronics, Tbk","['IT Management', 'Leadership', 'Strategic Planning', 'Project Management']",3 - 5 Tahun,S1/D4
J-0249,IT Infrastructure & Network Engineer,IT Support & Infrastructure,PT Golden Flexible Packaging,"['Linux', 'Cisco', 'Troubleshooting']",1 - 3 Tahun,S1/D4
J-0250,"Senior Software Engineer, Backend",Web Development,PT Solusi Transportasi Indonesia,"['SQL', 'Go', 'Kubernetes', 'Redis', 'Agile']",3 - 5 Tahun,S1/D4
J-0251,IT Manager - Microsoft 365 & Cybersecurity,Cyber Security,Youtap Ltd,"['Azure', 'Networking', 'Troubleshooting']",> 5 Tahun,Bootcamp/Sertifikasi
J-0252,Senior Machine Learning Engineer,Data Science & AI,Tetra Data Teknologi,"['Python', 'Linux', 'Docker', 'Git', 'CI/CD', 'Machine Learning', 'Deep Learning', 'TensorFlow', 'PyTorch']",3 - 5 Tahun,SMA/SMK
J-0253,NETWORK OPERATIONS CENTER,Software Development,PT CHANNEL OPERATIONS INDONESIA,['Excel'],1 - 3 Tahun,S1/D4
J-0254,Artificial Intelligence Engineer,Software Development,PT Mitra Solusi Telematika,"['Python', 'React', 'Flutter', 'Node.js', 'AWS', 'Azure', 'Docker', 'Kubernetes', 'CI/CD', 'API', 'LLM']",1 - 3 Tahun,S1/D4
J-0255,Oracle Functional HCM Consultant,Software Development,PT. HAND Solutions Indonesia,['Oracle'],3 - 5 Tahun,S1/D4
J-0256,Senior DevSecOps Engineer,Software Development,"PT. Trimegah Sekuritas Indonesia, Tbk","['Python', 'Go', 'AWS', 'GCP', 'Kubernetes', 'CI/CD', 'Networking']",> 5 Tahun,Bootcamp/Sertifikasi
J-0257,DevOps Engineer,DevOps & Cloud,AlphaPhilindo Solution Inc,"['Python', 'AWS', 'Azure', 'GCP', 'Docker', 'Kubernetes', 'GitHub', 'CI/CD', 'Jenkins']",1 - 3 Tahun,S1/D4
J-0258,Site Reliability Engineer,DevOps & Cloud,"PT. BFI FINANCE INDONESIA, Tbk","['AWS', 'Azure', 'GCP', 'Kubernetes', 'GitHub', 'Jenkins', 'Networking', 'Data Engineering', 'Agile']",1 - 3 Tahun,S1/D4
J-0259,Manager Consultant (Cybersecurity),Cyber Security,PT Veda Praxis,"['API', 'Penetration Testing', 'QA']",1 - 3 Tahun,S2/S3
J-0260,Senior .NET Full Stack Engineer (English Speaker),Web Development,PT Artha Solutions Indonesia,"['Python', 'SQL', 'React', 'Angular', '.NET', 'Azure', 'CI/CD', 'MongoDB', 'API', 'Agile', 'Troubleshooting']",> 5 Tahun,S1/D4
J-0261,IT Security Engineer,Software Development,PT Altros Teknologi,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-0262,IT Product Specialist - Mandarin Speaker,Software Development,PT. Gree Electric Appliances Indonesia,"['SQL', 'Agile', 'Scrum', 'QA']",< 1 Tahun,S1/D4
J-0263,Sales IT,Software Development,PT Daya Cipta Mandiri Solusi,['Networking'],1 - 3 Tahun,S1/D4
J-0264,Network Engineer,IT Support & Infrastructure,PT Sangkuriang Internasional,"['Networking', 'CCNA']",< 1 Tahun,S1/D4
J-0265,Azure DevOps Lead,DevOps & Cloud,AVANADE ASIA PTE LTD,"['Azure', 'CI/CD', 'Networking']",> 5 Tahun,Bootcamp/Sertifikasi
J-0266,Senior Odoo Developer,Software Development,PT IDStar Cipta Teknologi,"['Python', 'JavaScript', 'HTML', 'CSS', 'PostgreSQL', 'Troubleshooting']",> 5 Tahun,S1/D4
J-0267,"Engineering Manager, Backend - Consumer Experience",Web Development,PT Solusi Transportasi Indonesia,"['AWS', 'Azure', 'GitLab', 'CI/CD', 'Jenkins', 'MySQL', 'PostgreSQL', 'QA']",1 - 3 Tahun,S2/S3
J-0268,International Customer Support Desk Manager,Software Development,Youtap Ltd,"['Java', 'AWS', 'Azure', 'GCP', 'Kubernetes', 'PostgreSQL']",3 - 5 Tahun,S2/S3
J-0269,Programmer C#,Software Development,PT Ringkat Teknologi Muliatama,['.NET'],1 - 3 Tahun,Bootcamp/Sertifikasi
J-0270,"SVP, Team Lead, Product Management - Cash, Transaction Banking",Software Development,PT Bank DBS Indonesia,"['Project Management', 'Agile', 'Scrum', 'Jira', 'Product Development', 'Roadmap']",> 5 Tahun,S1/D4
J-0271,"Lead Engineer, AI Agents & Backend Platforms",Web Development,PT Solusi Transportasi Indonesia,"['Go', 'CI/CD', 'Networking', 'API']",> 5 Tahun,S1/D4
J-0272,IT Staff (Web Developer),Web Development,PT Tirtakencana Tatawarna (Head Office),"['Python', 'SQL', 'HTML', 'PHP', 'Flutter', 'Laravel', 'Machine Learning']",Belum ada pengalaman,S1/D4
J-0273,Fullstack Developer - Banking Client - Project Based,Web Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['React', 'Laravel', 'Git', 'Agile']",> 5 Tahun,S1/D4
J-0274,Lowongan Kerja AWS Redshift Senior Analyst,Software Development,PT Accenture,['AWS'],> 5 Tahun,S1/D4
J-0275,ERP - HRIS Functional Consultant,ERP & Enterprise,PT Lawencon Internasional,"['Python', 'SQL', 'Java', 'Go', 'Oracle', 'Agile']",> 5 Tahun,S1/D4
J-0276,"Senior Software Engineer, Backend - Consumer Experience",Web Development,PT Solusi Transportasi Indonesia,"['Python', 'Java', 'PHP', 'Go', 'Ruby', 'Node.js', 'Networking']",3 - 5 Tahun,S1/D4
J-0277,IT Product Manager,Product Management,Daily Company,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S2/S3
J-0278,Senior Business Operations Associate Manager - Flight,Software Development,PT Trinusa Travelindo,['Data Analysis'],> 5 Tahun,S2/S3
J-0279,IT Superintendent,Software Development,PT Matahari Putra Makmur,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",> 5 Tahun,S1/D4
J-0280,SAP MM / WM / EWM Functional Consultant,ERP & Enterprise,PT. HTC Global Software Services,"['Business Analysis', 'Requirements Gathering', 'SQL']",3 - 5 Tahun,S1/D4
J-0281,Associate Software Engineer - RA,Software Development,PT XL Axiata Tbk,"['Agile', 'Scrum']",< 1 Tahun,S1/D4
J-0282,SAP MMWM Consultant,ERP & Enterprise,"PT. Metrodata Electronics, Tbk",['Go'],1 - 3 Tahun,S1/D4
J-0283,IT Superintendent,Software Development,PT Matahari Putra Makmur,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",> 5 Tahun,S1/D4
J-0284,Staff IT,Software Development,ARTHA UTAMA PLASINDO,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",1 - 3 Tahun,S1/D4
J-0285,Head/VP of Engineering,Software Development,PT Amartha Mikro Fintek (Jakarta),"['SQL', 'GCP', 'Kubernetes', 'CI/CD', 'API', 'Machine Learning', 'Agile', 'Scrum']",> 5 Tahun,S2/S3
J-0286,IT Product Manager,Product Management,Daily Company,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",< 1 Tahun,S2/S3
J-0287,Golang Developer - Banking Industry,Software Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['Go', 'PostgreSQL', 'Redis', 'API', 'Agile', 'Scrum', 'Troubleshooting']",> 5 Tahun,S1/D4
J-0288,Software Engineer (Mandarin Speakers),Software Development,PT Trust Recruit Indonesia,"['SQL', 'Java', 'Spring', '.NET', 'Linux', 'Postman', 'Excel', 'Software Testing']",1 - 3 Tahun,S1/D4
J-0289,Senior Oracle Consultant,ERP & Enterprise,Elitez Pte Ltd,['Oracle'],3 - 5 Tahun,S1/D4
J-0290,IT Database Administrator,Software Development,PT Prawathiya Karsa Pradipta,"['SQL', 'AWS', 'Azure', 'GCP', 'MySQL', 'PostgreSQL', 'Oracle', 'Troubleshooting']",1 - 3 Tahun,S1/D4
